"用户信息_学段","用户信息_学科","课程信息_年级","教师行为_板书时长","教师行为_讲授时长","教师行为_巡视时长","教师行为_课件操作时长","教师行为_师生对话时长","教师行为_观察时长","学生行为_读写时长","学生行为_举手时长","学生行为_听讲时长","学生行为_生生互动时长","学生行为_应答时长","学生行为_上台展示时长","教学场景_知识讲解时长","教学场景_作业练习时长","教学场景_汇报展示时长","教学场景_小组学习时长","教学场景_师生对话时长","教学场景_知识讲解个数","教学场景_作业练习个数","教学场景_汇报展示个数","教学场景_小组学习个数","教学场景_师生对话个数","教学场景_知识讲解占比","教学场景_作业练习占比","教学场景_汇报展示占比","教学场景_小组学习占比","教学场景_师生对话占比","参与度_总参与度","参与度_知识讲解","参与度_作业练习","参与度_汇报展示","参与度_小组学习","参与度_师生对话","一致性_总一致性","一致性_知识讲解","一致性_作业练习","一致性_汇报展示","一致性_小组学习","一致性_师生对话","抬头率_总抬头率","抬头率_知识讲解","抬头率_作业练习","抬头率_汇报展示","抬头率_小组学习","抬头率_师生对话","活跃度_总活跃度","活跃度_知识讲解","活跃度_作业练习","活跃度_汇报展示","活跃度_小组学习","活跃度_师生对话","知识讲解场景_话语讲授时长","知识讲解场景_板书时长","知识讲解场景_课件操作时长","知识讲解场景_互动时长","知识讲解场景_停顿时长","知识讲解场景_话语讲授占比","知识讲解场景_板书占比","知识讲解场景_课件操作占比","知识讲解场景_互动占比","知识讲解场景_停顿占比","知识讲解场景_平均语速分钟个数","知识讲解场景_最低语速分钟个数","知识讲解场景_最高语速分钟个数","知识讲解场景_口头禅个数","知识讲解场景_口头禅总次数","知识讲解场景_巡视时长(分钟)","知识讲解场景_巡视次数","知识讲解场景_巡视位置是否均衡","师生对话场景_老师话语时长","师生对话场景_学生直接应答时长","师生对话场景_学生站立应答时长","师生对话场景_齐答时长","师生对话场景_沉寂混乱时长","师生对话场景_老师话语占比","师生对话场景_学生直接应答占比","师生对话场景_学生站立应答占比","师生对话场景_齐答占比","师生对话场景_沉寂混乱占比","全课堂_师生对话次数","全课堂_短应答次数","全课堂_长应答次数","全课堂_齐答次数","全课堂_声音过低次数","全课堂_短应答占比","全课堂_长应答占比","全课堂_齐答占比","全课堂_声音过低占比","全课堂_应答时长<1秒次数","全课堂_应答时长1-2秒次数","全课堂_应答时长2-3秒次数","全课堂_应答时长3-4秒次数","全课堂_应答时长>4秒次数","全课堂_举手次数","全课堂_举手人次","全课堂_1人举手次数","全课堂_2-3人举手次数","全课堂_4-6人举手次数","全课堂_7-10人举手次数","全课堂_>10人举手次数","全课堂_站立应答次数","全课堂_站立应答分布是否均衡","课堂问题_总个数","课堂问题_是何问题个数","课堂问题_为何问题个数","课堂问题_如何问题个数","课堂问题_若何问题个数","课堂问题_其他问题个数","课堂问题_是何问题占比","课堂问题_为何问题占比","课堂问题_如何问题占比","课堂问题_若何问题占比","课堂问题_其他问题占比","ST分析_是否有长达2以上的学生主导时间","ST分析_是否有长达1以上的老师主导时间","ST分析_Rt值是否在0.35~0.6之间","ST分析_Ch值是否在0.3~0.5之间","ST分析_教师占有率","ST分析_学生占有率","ST分析_师生行为转换率"
"初中","数学","初四",4,1174,68,0,509,0,47,0,2386,26,94,0,1705,274,0,26,509,26,6,0,2,23,67.7,10.9,0,1.0,20.2,64.8,66.7,48.1,0,89.9,66.3,51.7,52.2,44.3,0,57.9,53.6,83.7,85.6,66.5,0,94.2,86.0,27.3,23.5,56.5,0,24.0,24.7,1174,0,0,184,347,68.9,0.0,0.0,10.8,20.4,327,159,616,3,165,1,7,0,204,92,0,2,211,40.1,18.1,0.0,0.4,41.5,12,9,2,1,0,75.0,16.7,8.3,0.0,1,8,2,0,0,1,0,1,0,0,0,0,0,0,192,60,9,4,1,118,31,5,2,1,62,0,0,0,0,0.67,0.33,0.31
"初中","英语","初二",372,1021,1388,0,649,0,51,32,2232,169,101,0,1334,362,0,169,649,35,7,0,6,31,52.9,14.4,0,6.7,25.8,73.2,69.6,85.2,0,90.5,69.4,57.7,54.4,77.9,0,56.8,53.5,68.9,69.8,37.0,0,95.1,77.9,25.1,25.5,23.6,0,23.3,25.6,977,155,0,67,357,64.9,11.6,0.0,5.0,26.8,357,85,1099,3,106,23,22,0,196,66,33,2,352,30.2,10.2,5.1,0.3,54.2,26,10,3,0,13,38.5,11.5,0.0,50.0,3,7,2,1,0,6,0,5,1,0,0,0,20,0,66,20,3,3,0,40,30,5,5,0,61,1,0,1,0,0.55,0.45,0.34
"初中","英语","初二",104,1038,2008,0,485,0,35,44,2436,0,83,0,1365,661,0,0,485,28,15,0,0,18,54.2,26.2,0,0.0,19.2,66.2,65.9,68.2,0,0.0,64.6,71.6,73.8,64.2,0,0.0,75.6,35.4,29.1,53.7,0,0.0,28.3,29.6,27.1,36.4,0,0.0,27.5,1031,32,0,69,283,73.7,2.3,0.0,5.1,20.7,235,142,390,3,114,33,12,0,216,79,2,2,186,44.5,16.3,0.4,0.4,38.4,11,6,3,0,2,54.5,27.3,0.0,18.2,2,4,2,1,0,4,0,3,1,0,0,0,4,1,63,19,1,2,0,41,30,2,3,0,65,0,0,0,0,0.61,0.39,0.38
"初中","语文","初一",274,1256,1700,44,410,0,41,97,2160,271,64,0,1558,272,0,271,410,33,13,0,9,24,61.8,10.8,0,10.8,16.3,70.1,69.1,56.1,0,90.2,70.2,53.6,52.6,53.2,0,61.2,52.7,80.7,80.4,87.1,0,71.6,83.2,27.0,26.6,29.5,0,25.8,27.8,1199,153,44,78,362,68.0,9.8,2.8,5.0,23.2,245,114,499,3,92,28,15,0,128,56,8,0,218,31.2,13.7,2.0,0.0,53.2,22,14,2,0,6,63.6,9.1,0.0,27.3,5,9,2,0,0,3,0,2,0,1,0,0,12,1,85,21,2,0,0,62,25,2,0,0,73,0,0,0,0,0.61,0.39,0.27
"初中","英语","初一",14,1005,1256,0,134,0,13,8,2376,101,34,0,1174,1105,0,101,134,17,13,0,3,10,46.6,43.8,0,4.0,5.3,71.9,67.7,75.9,0,82.2,67.9,64.5,59.0,70.6,0,65.7,61.0,41.8,49.3,33.9,0,34.5,46.4,29.9,27.9,33.3,0,19.5,27.4,1005,4,0,60,113,85.3,0.3,0.0,5.1,9.6,402,102,1153,3,17,20,23,1,47,33,1,0,53,35.1,24.6,0.7,0.0,39.6,3,2,0,0,1,66.7,0.0,0.0,33.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,84,9,5,0,0,70,11,6,0,0,83,1,0,1,0,0.47,0.53,0.18
"初中","语文","初一",69,1419,752,48,500,0,38,487,2319,107,89,0,1716,192,0,107,500,23,6,0,2,23,68.1,7.6,0,4.2,19.8,69.3,69.3,58.9,0,88.4,69.4,51.5,51.3,50.1,0,63.5,50.1,66.1,65.2,77.6,0,60.0,66.2,25.4,25.5,31.3,0,19.8,24.0,1397,49,48,75,297,77.0,2.9,2.8,4.4,17.3,291,159,489,3,102,12,22,0,192,72,17,0,219,38.4,14.4,3.4,0.0,43.8,22,12,5,0,5,54.5,22.7,0.0,22.7,7,5,5,0,0,8,0,5,3,0,0,0,11,1,171,53,3,2,1,112,31,2,1,1,66,0,0,0,0,0.69,0.31,0.28
"初中","数学","初二",732,1100,992,0,591,0,48,96,2242,156,108,0,1255,508,0,156,591,34,7,0,2,31,49.8,20.2,0,6.2,23.5,74.2,73.3,71.0,0,94.0,73.5,56.4,56.1,60.8,0,48.2,55.5,70.2,78.2,49.9,0,46.1,77.2,20.0,16.5,25.1,0,43.6,16.7,1002,405,0,107,355,55.4,32.3,0.0,8.5,28.3,226,111,878,3,30,16,21,0,255,90,18,0,228,43.1,15.2,3.0,0.0,38.6,27,13,7,0,7,48.1,25.9,0.0,25.9,1,12,4,3,0,11,0,10,1,0,0,0,11,1,67,24,0,1,2,40,36,0,2,3,60,0,0,0,0,0.6,0.4,0.24
"初中","语文","初二",32,794,1176,0,74,0,6,8,2438,88,7,0,904,1472,0,88,74,17,18,0,1,5,35.9,58.4,0,3.5,2.9,70.9,66.9,76.3,0,26.1,67.6,64.9,60.6,70.0,0,23.8,67.1,44.7,51.1,43.4,0,0.2,46.1,26.4,23.3,29.7,0,1.4,29.6,794,32,0,27,115,84.3,3.5,0.0,3.0,12.7,261,148,432,3,67,19,22,0,35,6,1,0,32,47.3,8.1,1.4,0.0,43.2,5,3,1,0,1,60.0,20.0,0.0,20.0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,71,21,2,0,1,47,30,3,0,1,66,1,0,1,0,0.37,0.63,0.16
"初中","英语","初一",473,818,488,0,191,0,26,40,1658,814,19,0,933,573,0,814,191,20,11,0,2,11,37.0,22.7,0,32.3,7.6,72.4,68.4,50.9,0,97.4,49.8,58.8,55.3,52.5,0,70.9,43.5,51.5,59.9,66.8,0,33.1,42.7,29.3,29.6,33.7,0,27.8,21.1,750,279,0,41,285,57.8,29.9,0.0,4.4,30.5,364,128,888,3,90,8,12,0,54,18,0,1,118,28.3,9.4,0.0,0.5,61.8,4,1,0,1,2,25.0,0.0,25.0,50.0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,56,15,0,2,0,39,27,0,4,0,70,1,0,1,0,0.37,0.63,0.15
"初中","数学","初二",376,1421,644,158,528,0,177,49,2308,42,43,0,1735,241,0,42,528,28,10,0,2,25,68.8,9.6,0,1.7,21.0,70.1,75.0,60.2,0,91.1,56.5,57.6,60.8,55.9,0,73.2,46.8,85.7,93.5,70.8,0,100.0,65.8,20.3,19.7,39.0,0,22.8,13.8,1291,301,158,139,502,55.5,17.3,9.1,8.0,28.9,289,155,600,3,112,10,9,0,146,38,3,2,339,27.7,7.2,0.6,0.4,64.2,6,3,0,1,2,50.0,0.0,16.7,33.3,0,3,0,0,0,1,0,0,1,0,0,0,2,0,151,48,6,8,4,85,32,4,5,3,56,0,0,0,0,0.73,0.27,0.23
"初中","英语","初三",264,1435,440,136,287,0,33,0,2377,59,52,0,1641,527,0,59,287,19,5,0,3,13,65.1,20.9,0,2.3,11.4,68.7,68.6,67.8,0,92.4,66.4,60.8,60.8,66.5,0,57.8,50.9,44.2,47.7,26.0,0,68.3,52.6,28.9,27.3,33.3,0,23.2,31.1,1375,182,136,51,413,68.1,11.1,8.3,3.1,25.2,358,142,986,3,52,7,15,0,90,51,0,1,145,31.4,17.8,0.0,0.3,50.5,7,4,2,1,0,57.1,28.6,14.3,0.0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,85,32,0,9,1,43,38,0,11,1,51,1,0,0,0,0.63,0.37,0.2
"初中","数学","初三",387,1560,380,40,266,0,36,8,2371,62,51,0,1732,455,0,62,266,22,11,0,4,17,68.7,18.1,0,2.5,10.6,67.6,67.8,63.4,0,88.7,68.8,53.4,53.4,55.1,0,46.2,52.0,36.0,36.0,34.7,0,42.8,36.6,23.8,22.5,28.7,0,24.0,23.8,1496,328,40,47,427,68.9,18.9,2.3,2.7,24.7,289,135,510,3,114,6,22,0,78,37,13,1,137,29.3,13.9,4.9,0.4,51.5,9,1,3,1,4,11.1,33.3,11.1,44.4,1,0,3,0,0,0,0,0,0,0,0,0,7,0,128,39,2,3,0,84,31,2,2,0,66,0,0,0,0,0.67,0.33,0.17
"初中","英语","初一",80,1003,292,89,315,0,53,300,1899,511,54,0,1133,555,0,511,315,32,11,0,15,22,45.0,22.0,0,20.3,12.5,69.7,71.8,39.7,0,95.8,72.5,52.6,55.9,46.4,0,49.5,56.5,73.4,79.4,63.5,0,67.5,79.0,32.3,27.0,28.7,0,50.0,29.0,975,36,89,10,217,77.5,3.2,7.9,0.9,19.2,329,113,885,3,57,4,26,0,46,26,22,6,215,14.6,8.3,7.0,1.9,68.3,8,0,4,2,2,0.0,50.0,25.0,25.0,0,0,4,0,0,5,0,1,0,3,1,0,5,0,94,39,1,1,0,53,42,1,1,0,56,0,0,1,0,0.45,0.55,0.23
"初中","数学","初三",88,526,648,59,1038,0,147,12,1926,249,239,0,744,479,0,249,1038,23,15,0,3,34,29.5,19.0,0,9.9,41.2,69.8,66.7,66.9,0,93.7,67.6,54.3,52.1,60.0,0,50.7,54.2,67.9,76.3,57.4,0,85.3,62.5,25.8,23.0,36.6,0,22.9,23.5,457,55,59,76,187,55.4,7.4,7.9,10.2,25.1,291,152,491,3,81,10,27,1,196,222,15,2,603,18.9,21.4,1.4,0.2,58.1,14,3,6,0,5,21.4,42.9,0.0,35.7,2,1,1,1,4,2,0,2,0,0,0,0,8,1,86,21,4,3,1,57,24,5,4,1,66,0,0,1,0,0.38,0.62,0.24
"初中","英语","初三",125,568,1644,0,256,0,26,0,1958,479,40,0,700,1076,0,479,256,20,13,0,2,13,27.8,42.7,0,19.0,10.2,77.7,67.0,78.0,0,98.2,67.2,77.4,74.1,76.4,0,85.0,75.7,19.5,21.6,21.0,0,13.5,18.5,21.6,24.5,19.1,0,19.6,27.7,548,62,0,29,145,72.3,8.9,0.0,4.1,20.7,468,160,1263,3,37,27,14,0,74,22,1,17,142,28.9,8.6,0.4,6.6,55.5,8,1,1,4,2,12.5,12.5,50.0,25.0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,31,10,0,1,0,20,32,0,3,0,65,1,0,0,0,0.28,0.72,0.15
"初中","语文","初三",72,1303,732,126,377,0,90,0,2192,129,137,0,1470,563,0,129,377,15,12,0,3,19,58.3,22.3,0,5.1,15.0,69.7,66.5,76.3,0,94.9,63.6,65.9,64.7,71.4,0,55.5,65.8,33.9,36.8,34.3,0,20.4,26.6,27.5,26.2,26.2,0,59.5,23.5,1283,64,126,55,282,75.7,4.4,8.6,3.7,19.2,259,154,461,3,43,12,22,1,25,87,50,0,215,6.6,23.1,13.3,0.0,57.0,4,1,3,0,0,25.0,75.0,0.0,0.0,0,1,0,0,3,0,0,0,0,0,0,0,3,1,84,45,13,3,0,23,54,16,4,0,27,1,0,0,0,0.6,0.4,0.12
"初中","英语","初四",108,540,192,0,1382,0,237,4,1284,251,805,0,710,172,0,251,1382,24,5,0,8,28,28.2,6.8,0,10.0,54.8,76.1,80.6,60.2,0,78.2,75.5,64.4,65.5,60.4,0,66.8,63.8,80.1,95.4,46.4,0,61.8,79.8,22.0,19.6,52.0,0,11.5,21.4,527,43,0,67,133,70.0,6.1,0.0,9.4,18.7,428,128,1115,3,97,3,9,0,189,772,2,31,388,13.7,55.9,0.1,2.2,28.1,21,5,5,11,0,23.8,23.8,52.4,0.0,1,4,1,1,3,3,0,2,1,0,0,0,1,0,50,12,2,6,0,30,24,4,12,0,60,0,0,0,0,0.32,0.68,0.2
"初中","英语","初四",196,1962,1736,43,224,0,9,4,2489,0,28,0,2181,106,0,0,224,16,7,0,0,14,86.5,4.2,0,0.0,8.9,67.1,67.0,69.7,0,0.0,67.6,66.2,67.1,65.7,0,0.0,58.3,39.4,37.8,39.9,0,0.0,54.8,21.8,21.5,20.6,0,0.0,25.4,1908,161,43,124,245,80.6,7.4,2.0,5.7,11.2,446,215,1219,3,131,28,10,0,81,9,19,0,115,36.2,4.0,8.5,0.0,51.3,12,1,3,0,8,8.3,25.0,0.0,66.7,1,0,3,0,0,0,0,0,0,0,0,0,12,0,187,47,5,8,2,125,25,3,4,1,67,0,0,0,0,0.91,0.09,0.14
"初中","英语","初二",0,377,568,0,200,0,22,32,2468,0,31,0,455,1860,0,0,200,10,15,0,0,10,18.1,73.8,0,0.0,7.9,75.4,66.5,78.3,0,0.0,67.9,65.6,60.4,66.9,0,0.0,64.9,52.0,50.3,53.5,0,0.0,41.5,25.1,25.9,25.1,0,0.0,23.6,377,0,0,10,68,82.9,0.0,0.0,2.2,14.9,330,210,611,3,47,9,22,0,52,29,2,0,117,26.0,14.5,1.0,0.0,58.5,2,1,0,0,1,50.0,0.0,0.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,24,2,3,0,0,19,8,13,0,0,79,1,0,0,0,0.21,0.79,0.13
"初中","数学","初三",461,1528,936,349,549,0,52,21,2278,142,80,0,1676,163,0,142,549,22,2,0,5,23,66.5,6.5,0,5.6,21.8,68.8,68.0,56.5,0,92.1,68.8,53.5,53.9,51.4,0,52.3,53.2,61.1,62.1,29.2,0,65.4,66.3,24.8,22.2,63.9,0,23.5,21.5,1360,242,349,63,503,55.9,14.4,20.8,3.8,30.0,257,111,458,3,149,15,18,0,121,71,9,0,348,22.0,12.9,1.6,0.0,63.4,17,10,7,0,0,58.8,41.2,0.0,0.0,3,7,6,0,1,1,0,1,0,0,0,0,5,0,107,37,5,5,1,59,35,5,5,1,55,0,0,0,0,0.73,0.27,0.15
"初中","英语","初三",0,914,60,0,26,0,5,0,2537,0,5,0,1004,1516,0,0,26,12,15,0,0,3,39.8,60.2,0,0.0,1.0,77.3,66.5,84.6,0,0.0,75.1,69.0,59.0,75.5,0,0.0,80.1,29.3,37.8,23.8,0,0.0,17.2,21.8,17.6,24.6,0,0.0,18.7,914,0,0,22,68,91.0,0.0,0.0,2.2,6.8,364,185,1465,3,20,1,4,1,10,5,0,0,11,38.5,19.2,0.0,0.0,42.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,21,2,8,2,34,31,3,12,3,51,1,0,1,0,0.38,0.62,0.11
"初中","数学","初一",104,914,1212,189,158,0,20,12,2383,106,20,0,968,1298,0,106,158,17,8,0,2,11,38.4,51.5,0,4.2,6.3,73.8,66.7,78.3,0,93.9,67.0,65.2,58.3,72.2,0,60.7,53.6,33.6,38.7,25.5,0,71.8,43.7,29.3,26.1,32.2,0,27.0,27.5,840,59,189,9,219,68.8,6.1,19.5,0.9,22.6,281,190,448,3,23,20,21,0,42,20,0,0,96,26.6,12.7,0.0,0.0,60.8,6,2,3,1,0,33.3,50.0,16.7,0.0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,22,6,0,1,1,14,27,0,5,5,64,1,0,1,0,0.39,0.61,0.1
"初中","语文","初一",316,1210,116,0,471,0,56,137,2018,377,70,0,1388,282,0,377,471,34,10,0,11,28,55.1,11.2,0,15.0,18.7,72.1,69.3,57.8,0,94.1,71.4,52.6,51.3,53.8,0,55.2,53.6,74.3,70.7,80.8,0,77.6,78.5,25.0,25.4,26.3,0,24.0,24.0,1172,176,0,20,296,74.5,12.7,0.0,1.4,21.3,268,103,450,3,69,1,1,0,83,50,12,8,318,17.6,10.6,2.5,1.7,67.5,7,3,0,0,4,42.9,0.0,0.0,57.1,1,2,0,0,0,2,0,0,0,0,1,1,6,0,83,48,1,0,1,33,58,1,0,1,40,0,0,1,0,0.54,0.46,0.23
"初中","数学","初二",286,1353,652,101,154,0,12,12,2459,43,21,0,1594,735,0,43,154,17,5,0,2,10,63.3,29.2,0,1.7,6.1,66.7,73.4,49.0,0,91.2,74.6,55.5,59.4,45.5,0,64.0,60.1,73.4,78.7,59.4,0,93.4,79.6,25.6,20.0,39.0,0,18.0,20.8,1265,210,101,116,348,65.4,13.2,6.3,7.3,21.8,296,161,500,3,103,10,18,0,55,21,0,0,78,35.7,13.6,0.0,0.0,50.6,1,1,0,0,0,100.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,28,3,4,0,90,22,2,3,0,72,1,0,0,0,0.61,0.39,0.15
"初中","数学","初一",393,1194,880,0,265,0,21,12,2287,192,31,0,1347,723,0,192,265,19,11,0,3,18,53.5,28.7,0,7.6,10.5,71.6,67.4,74.4,0,94.7,69.1,58.0,56.8,65.3,0,44.0,54.5,58.3,65.4,47.9,0,34.7,67.6,29.2,23.7,25.1,0,81.7,29.9,1143,326,0,44,384,64.4,24.2,0.0,3.3,28.5,281,155,441,3,30,14,23,0,96,26,5,0,138,36.2,9.8,1.9,0.0,52.1,10,3,3,0,4,30.0,30.0,0.0,40.0,1,2,2,0,1,1,0,1,0,0,0,0,6,0,58,22,0,8,0,28,38,0,14,0,48,1,0,1,0,0.54,0.46,0.18
"初中","英语","初一",254,1039,1692,0,218,0,12,4,2463,25,31,0,1349,934,0,25,218,31,24,0,2,17,53.5,37.1,0,1.0,8.7,66.7,66.4,65.7,0,90.9,69.9,59.1,60.2,58.1,0,45.7,57.8,50.8,50.4,49.9,0,17.2,60.4,33.8,29.5,39.1,0,83.9,32.4,983,147,0,97,304,66.1,10.9,0.0,7.2,22.5,463,117,1404,2,98,28,9,0,75,18,5,8,112,34.4,8.3,2.3,3.7,51.4,8,1,1,0,6,12.5,12.5,0.0,75.0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,58,27,1,1,0,29,47,2,2,0,50,0,0,1,0,0.51,0.49,0.31
"初中","语文","初四",481,1274,992,0,250,0,24,4,2454,0,44,0,1465,796,0,0,250,23,18,0,0,17,58.1,31.6,0,0.0,9.9,69.1,67.3,72.8,0,0.0,67.5,59.5,58.2,62.3,0,0.0,57.6,46.1,49.1,41.2,0,0.0,44.0,24.3,20.7,32.2,0,0.0,20.5,1213,286,0,73,343,67.4,19.5,0.0,5.0,23.4,278,161,459,2,46,16,23,0,64,17,27,0,142,25.6,6.8,10.8,0.0,56.8,6,0,2,0,4,0.0,33.3,0.0,66.7,0,0,0,1,1,0,0,0,0,0,0,0,5,0,120,43,17,10,0,50,36,14,8,0,42,0,0,1,0,0.59,0.41,0.18
"初中","英语","初一",60,1080,300,866,753,0,64,44,2038,344,63,0,1158,255,0,344,753,33,11,0,10,32,46.0,10.1,0,13.7,29.9,70.2,67.5,58.9,0,94.2,67.1,51.0,51.2,52.0,0,48.4,51.5,57.4,58.3,61.3,0,44.5,60.5,31.9,27.8,31.0,0,50.3,30.2,594,39,866,15,482,15.1,3.4,74.8,1.3,41.6,327,138,1032,3,105,5,16,0,15,59,1,3,675,2.0,7.8,0.1,0.4,89.6,9,2,5,2,0,22.2,55.6,22.2,0.0,0,2,1,1,3,3,0,1,2,0,0,0,3,0,18,4,0,0,0,14,22,0,0,0,78,0,0,0,0,0.69,0.31,0.14
"初中","数学","初三",666,1034,328,18,146,0,3,0,2414,96,6,0,1122,1151,0,96,146,11,2,0,2,9,44.5,45.7,0,3.8,5.8,80.9,68.4,93.4,0,95.2,69.2,66.0,49.3,86.0,0,40.2,53.4,36.5,55.4,16.9,0,29.5,50.2,19.7,18.3,16.7,0,75.7,18.5,983,416,18,35,436,53.5,37.1,1.6,3.1,38.9,279,139,503,2,24,5,11,1,56,2,3,1,84,38.4,1.4,2.1,0.7,57.5,7,0,0,1,6,0.0,0.0,14.3,85.7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,92,49,7,9,0,27,53,8,10,0,29,1,0,1,0,0.47,0.53,0.09
"初中","英语","初二",91,990,1156,0,142,0,25,20,2322,121,46,0,1102,1145,0,121,142,12,5,0,4,8,43.7,45.4,0,4.8,5.6,74.0,68.7,78.0,0,91.7,67.9,60.8,54.0,69.7,0,45.4,54.8,51.5,63.2,40.3,0,50.1,52.8,24.9,25.5,21.1,0,56.6,24.2,982,59,0,24,139,84.5,5.4,0.0,2.2,12.6,443,198,1235,3,29,19,31,1,33,46,0,0,63,23.2,32.4,0.0,0.0,44.4,2,1,1,0,0,50.0,50.0,0.0,0.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,39,14,2,0,1,22,36,5,0,3,56,1,0,1,0,0.42,0.58,0.1
"初中","语文","初三",47,1549,1316,73,180,0,44,8,2372,27,71,0,1720,584,0,27,180,20,18,0,1,6,68.3,23.2,0,1.1,7.1,69.7,69.1,71.0,0,91.9,68.0,61.6,60.8,62.1,0,58.5,68.2,38.9,40.8,36.3,0,82.0,22.6,26.0,24.3,33.3,0,20.4,19.5,1517,43,73,39,216,83.3,2.5,4.2,2.3,12.6,292,199,523,2,43,21,35,0,19,19,52,0,90,10.6,10.6,28.9,0.0,50.0,4,0,4,0,0,0.0,100.0,0.0,0.0,0,0,0,1,3,2,0,2,0,0,0,0,3,0,37,14,0,2,0,21,38,0,5,0,57,0,0,0,0,0.65,0.35,0.18
"初中","英语","初二",7,1638,1572,0,598,0,91,44,2225,26,219,0,1802,81,0,26,598,24,4,0,1,23,71.5,3.2,0,1.0,23.7,67.4,67.4,60.3,0,93.7,67.1,59.4,58.7,57.2,0,36.1,62.6,46.9,47.0,71.9,0,31.3,44.0,23.1,21.8,26.3,0,97.9,23.2,1638,2,0,79,87,90.8,0.1,0.0,4.4,4.8,473,140,1409,1,61,26,8,0,208,176,33,10,171,34.8,29.4,5.5,1.7,28.6,25,7,14,3,1,28.0,56.0,12.0,4.0,2,5,8,3,3,3,0,3,0,0,0,0,10,0,118,40,2,6,1,69,34,2,5,1,59,0,0,0,0,0.76,0.24,0.22
"初中","英语","初一",52,366,1268,94,307,0,28,56,1859,591,38,0,515,1098,0,591,307,18,17,0,9,17,20.4,43.6,0,23.5,12.2,69.7,68.4,56.1,0,95.8,70.3,52.1,53.8,51.2,0,51.5,53.7,56.9,59.8,54.4,0,56.3,62.2,38.4,28.9,39.2,0,46.6,35.3,305,0,94,31,151,52.8,0.0,18.3,6.0,29.3,286,154,562,2,68,21,16,0,69,26,8,4,200,22.5,8.5,2.6,1.3,65.1,9,2,3,1,3,22.2,33.3,11.1,33.3,0,2,3,0,0,3,0,3,0,0,0,0,6,0,33,7,0,0,0,26,21,0,0,0,79,0,0,0,0,0.24,0.76,0.2
"初中","语文","初一",65,648,1392,55,86,0,9,26,2308,192,5,0,751,1482,0,192,86,14,8,0,6,6,29.8,58.8,0,7.6,3.4,75.2,68.9,76.9,0,94.5,58.3,61.8,55.4,69.0,0,41.9,38.5,34.1,38.3,31.6,0,32.5,44.6,31.8,32.4,28.2,0,57.0,32.8,602,57,55,19,150,71.4,7.6,7.3,2.5,20.0,264,143,542,3,22,23,26,0,15,4,1,0,66,17.4,4.7,1.2,0.0,76.7,3,0,1,0,2,0.0,33.3,0.0,66.7,0,0,1,0,0,1,0,1,0,0,0,0,2,0,39,7,5,2,0,25,18,13,5,0,64,1,0,0,0,0.29,0.71,0.15
"初中","语文","初一",12,242,244,8,136,0,15,40,2032,449,14,0,297,1626,0,449,136,12,9,0,6,7,11.8,64.5,0,17.8,5.4,81.3,70.0,80.6,0,95.3,67.1,69.6,59.3,76.3,0,53.2,65.0,38.1,54.9,28.6,0,62.8,33.7,30.3,26.2,29.9,0,35.5,27.8,240,0,8,7,54,78.8,0.0,2.7,2.4,18.2,200,64,378,3,15,4,13,0,25,14,0,0,97,18.4,10.3,0.0,0.0,71.3,3,1,1,0,1,33.3,33.3,0.0,33.3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,14,2,1,0,0,11,14,7,0,0,79,1,0,0,0,0.14,0.86,0.11
"初中","英语","初三",84,1332,1356,44,376,0,45,8,2323,62,78,0,1544,532,0,62,376,29,15,0,3,20,61.3,21.1,0,2.5,14.9,75.2,71.5,81.5,0,92.2,79.1,67.2,66.1,73.1,0,59.6,64.4,42.7,39.7,33.1,0,65.6,64.5,21.1,21.3,22.4,0,22.4,18.1,1300,45,44,61,208,80.5,2.9,2.9,4.0,13.5,405,138,1238,2,28,22,15,0,116,47,3,28,182,30.9,12.5,0.8,7.4,48.4,7,2,1,2,2,28.6,14.3,28.6,28.6,0,2,1,0,0,0,0,0,0,0,0,0,2,1,115,45,10,4,0,56,39,9,4,0,49,0,0,0,0,0.62,0.38,0.25
